timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-11-23T11:53:28,codecarbon,1361e4e9-8427-4382-8a09-32059495a323,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,23.910636927997984,6.270170271966869e-05,2.6223351100383528e-06,27.0,9.8399636544037,2.789916515350342,0.00017930605967247172,6.6079497307997e-05,1.8522716212602893e-05,0.0002639082731930716,United Kingdom,GBR,england,,,Linux-5.15.167.4-microsoft-standard-WSL2-x86_64-with-glibc2.35,3.10.12,2.7.4,16,AMD Ryzen 7 5800H with Radeon Graphics,1,1 x NVIDIA GeForce RTX 3070 Laptop GPU,-0.1833,51.4412,7.439777374267578,machine,N,1.0
